statement,label,__index_level_0__
"Charlie: Illegal posting and sharing of songs online is crippling the music industry.
Bob: You couldn't be more wrong; the music industry is doing just find. I can't believe you think the government should be allowed to regulate what I share with my ""friends."" No one wants a world where I can't loan a book to my girlfriend, let my roommate borrow my iPod, or share a funny meme with my blog followers.",fallacy of extension,3179
"At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer .",appeal to emotion,3422
The poet's journey of self-acceptance colors their verses.,intentional,1286
Don't believe what Kim says about global warming. Kim dropped out of college!,ad hominem,4293
"""The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.",false causality,349
Even though people say we are going to behave; we know they won't behave well.,faulty generalization,3416
"If you support more environmental protection, you must hate business.",fallacy of extension,2137
"Instead , and remarkably , government overseers adjust the data to add more recent warming than is being reported in the raw temperature readings .",faulty generalization,2691
"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!",intentional,3945
"The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed . A survey which claimed to have questioned 10,257 academics , was found to have winnowed down the sample to just 77 . A poll of 1854 members of the American Meteorological Society found the number who believe climate change to be man-made to be 52 per cent .",ad populum,4979
"If you support regulating tech, you must want to control every aspect of our lives.",fallacy of extension,1681
I called my friend and he didn't answer. He wasn't home or he was dead.,false dilemma,4700
"For 30 years
I taught at MIT , during which time the climate has changed remarkably little .",intentional,1443
"Learning to sew, unemployment decreased. My sewing improves the job market.",false causality,4210
"This is recognised by the major carbon dioxide emitters such as China , India and the US , which don ' t comply . No EU state has met its target .",ad populum,3215
"""Everyone was driving over the speed limit, so I shouldn't have gotten a ticket for it!"" is an example of which logical fallacy?",ad populum,1671
"McDonald's Hamburgers, over 99 billion served.",ad populum,3905
You can't complain about traffic here because some cities have it much worse.,fallacy of relevance,1179
"Ted: Biological evolution is both a theory and a fact.

Edwin: That is ridiculous!  How can you possibly be absolutely certain that we evolved from pond scum!

Ted: Actually, that is a gross misrepresentation of my assertion.  I never claimed we evolved from pond scum.  Unlike math and logic, science is based on empirical evidence and, therefore, a scientific fact is something that is confirmed to such a degree that it would be perverse to withhold provisional consent.  The empirical evidence for the fact that biological evolution does occur falls into this category.",fallacy of extension,2798
Beyond Meat burgers are healthy for us because they do not have any meat in them.,fallacy of credibility,1692
